UBCF1,UBCF2,PAM,IBCF,POP,RANDOM,CONTENT,REAL,AVERAGE
3.273122016,3.235085347,3,3.81212036,3.958779858,2.326811412,3.36440678,2,3.28147511
3.833333333,3.809414099,3,4.558286077,3.566966432,3.423613714,4.4,3,3.798801951
3.846153846,4.213562204,3.222222222,3.469601106,4.449758518,5,3.971845673,3,4.024734796
3.46969697,3.47826087,1.5,4,4.010197409,4.133311283,3.925925926,4,3.502484637
3.740812952,3.710784314,1,5,3.876111582,3.48373607,3.685575365,4,3.499574326
3.009942156,3.140849625,2.833333333,3.583270668,2.871532035,3.797744515,2.173207914,4,3.058554321
3.906044781,4.017140867,1,4.330265094,4.12896349,3.299134235,4.102040816,5,3.540512755
3.856176305,3.78758944,3,4.209508719,3.900189964,5,3.949301295,3,3.95753796
3.816861894,3.254926171,2.111111111,4.071160024,3.555130046,5,2.241801947,5,3.435855885
2.765523229,2.87880548,3,3.401221564,2.923636411,2.114295434,3.306312769,4,2.912827841
3.789538641,3.717391304,4.142857143,4.604070973,3.760590363,3.029381506,4.1,4,3.87768999
3.816326531,3.816326531,3,0,2.926990707,2.684025762,4.285714286,1,2.932769117
4.363636364,4.363636364,2.888888889,4.709257978,4.828636503,4.174484435,4.835341365,5,4.309125985
3.60625,3.601311236,1,4.222626025,3.983278765,2.82116797,3.870689655,4,3.300760522
3.378998889,3.233080185,2.75,3.891014148,3.489419326,4.711129115,3.167883212,3,3.517360696
3.625275708,3.597348744,2.666666667,4.299658071,3.483847595,4.381143455,2.201617922,5,3.465079737
3.713956346,3.791666667,3.6,4.035437286,3.953611951,3.914335773,4,3,3.858429718
3.026363308,3.201298701,4,3,2.143225416,4.027496472,3.386650631,2,3.255004933
3.647887324,3.647887324,2,5,3.951535608,2.574041182,4.058350101,4,3.554243077
3.770833333,3.744249979,2.875,4.251238185,3.966318707,4.006050649,3.674008811,5,3.755385666
3.705882353,3.675554728,1.6,4.070195934,3.95725233,4.520706189,4.240986717,5,3.681511179
3.410377358,3.407582938,5,3.055987304,2.695330244,4.805164844,1.750159541,2,3.446371747
3.364760999,3.352105288,3,3.560604627,3.744402643,2.619147078,3.414746544,5,3.293681025
3.312209894,3.323073148,2.75,3.295642334,3.085917512,4.075960956,1.274144358,1,3.016706886
3.99047619,4,2.75,4.030285535,4.183084997,2.469508582,2.343741564,5,3.395299553
3.415884981,3.475989212,2,3.727085567,3.819707877,3.701606383,3.460842059,4,3.371588011
3.307006371,3.056576624,1,3.816688122,3.070393432,1.799387294,4,4,2.86429312
4.409090909,4.409090909,2.777777778,4,4.618408262,4.856265009,4,5,4.152947552
3.613490183,3.45633596,4,3.419187376,3.523507491,4.172671114,3.59375,4,3.682706018
3.807692308,3.614216959,2.5,3.609492364,3.51968751,3.592259256,2.411458333,3,3.293543819
3.174237714,3.211848326,3.571428571,4.055498593,3.403933511,3.719988056,3.332986472,4,3.495703035
3.580869282,3.597840359,3,3.909509411,3.705477916,4.113945835,3.662473795,4,3.6528738
3.454709481,3.598198293,3.5,3.409250584,3.629586835,2.817252033,3.049321825,4,3.351188436
3.416248635,3.561711385,3.6875,3.088365935,3.908860191,3.032016612,2.198286414,2,3.270427024
4.180432258,4.05577449,5,4.382385811,4.373031247,3.693900075,3.992875105,5,4.239771284
2.888957025,2.698560433,4,2.576055121,2.722509191,4.085980989,3.263038549,1,3.176443044
3.717402299,4.011279001,3.2,3.499123019,3.996975807,4.458692398,2.315114068,5,3.599798085
3.673928382,3.533114964,3.8,4.326889535,4.215987472,3.312319327,4.169491525,5,3.861675886
3.89776966,4.140413324,1.4,4.24878594,4.557802392,3.60661187,4.077053632,4,3.704062403
3.016129032,3.329547171,1,2.777005774,2.99848143,1.52828887,3.046619068,4,2.528010192
2.678362573,2.749090127,3.6,2.449093108,2.760306761,4.409780297,2.813478846,2,3.065730245
4.463681802,4.030755151,2.882352941,3.904277619,4.176982542,4.154678415,4.112403101,5,3.960733082
3.585454545,3.599264706,2,4.548387097,3.260837282,5,3.378899083,2,3.624691816
3.057796591,2.97533032,2,3.613414425,2.597260304,2.234125189,3.26209366,2,2.820002927
3.771428571,3.764705882,3,3,3.287741034,4.214332502,3.041237113,4,3.439920729
2.93359375,3.145335344,3.75,3.524410484,3.194092562,1.967774571,3.046066253,3,3.080181852
3.21614076,3.108984938,3.804878049,2.860914527,3.125313042,3.071817645,3.299781182,3,3.212547163
3.174650865,3.313723175,4,4.211614147,3.547847371,2.165049553,3.105485232,5,3.359767192
3.324946232,3.095156807,4,3.396308024,3.382927846,3.552349515,3.192307692,4,3.420570874
3.448780488,3.43980344,3.352941176,3.133333333,3.905855767,3.987488998,3.327731092,4,3.513704899
3.552817628,3.513148082,3.25,3.810641119,3.712519348,4.110128678,3.611111111,3,3.651480852
3.572081625,3.655737705,3,4.363144098,3.897977117,3.666947669,3.577348066,4,3.676176611
3.058823529,3.161893292,3.5,2.181993363,2.592583649,4.165284268,3,3,3.0943683
3.103448276,3.103448276,3.75,3.163256998,3.360285936,3.791364938,2.232653061,4,3.214922498
3.333694678,3.242718447,3.571428571,3.994699709,3.525397295,2.79249187,3.978021978,4,3.491207507
4.043998675,3.904237847,3.25,4.313110187,4.242367519,3.848650023,4.131578947,4,3.961991885
2.99382716,3.003045484,2.2,3.443239419,3.036185419,4.019388173,2.195018548,2,2.984386315
3.994011976,3.994011976,1,3.368854599,4.007266314,5,4.019729023,1,3.626267698
3.758928571,3.761061947,5,3.597656033,2.922017069,3.275743035,3.697368421,3,3.716110725
3.727165998,3.730062907,2,3.782593761,3.646935073,2.945551694,3.68,3,3.358901348
4.068254914,4.018629229,1,4.527370329,4.430606075,3.119139048,2.253554502,5,3.345364871
3.016129032,2.505538578,4.8,2.584567115,2.887929123,2.357976475,3.046619068,2,3.028394199
3.594594595,3.69446742,3.171875,3.502714288,3.547930506,4.766990273,3.215909091,3,3.642068739
3.996192795,3.927384324,2.588235294,3.424028271,4.103323678,4.22028897,4.310344828,3,3.795685451
3.167615772,3.681411013,2,3.050304333,2.829538836,2.071832201,3.350023397,1,2.878675079
3.421914774,3.61106159,3.5,3.835648565,3.671136943,2.902061482,4.875200734,5,3.688146298
3.629268293,3.606796117,4,4.313644409,4.024499042,4.381433045,3.902946274,5,3.979798168
3.362944585,3.347841613,1,4.080328089,3.071880421,3.73443787,3.35,2,3.135347511
3.964332692,3.926315789,3.625,4.148618214,4.294052534,3.140166599,3.837696335,5,3.848026023
3.965909091,4.354093299,3.173913043,4.005730598,4.338291944,4.990719398,3.98189415,3,4.115793075
3.64516129,3.64516129,3,3.74331399,2.732427779,4.223038256,4.047619048,5,3.576674522
3.529457154,3.610903536,1.6,3.513903321,3.669002119,3.972147956,4,2,3.413630584
1.867572156,1.505796392,3.172043011,1.756827471,1.206098531,1.528213834,1.587073982,5,1.803375054
3.410377358,3.407582938,5,0,2.438645972,4.328704488,2.278498294,2,2.98054415
3.385931028,3.25,2.5,3.360744263,2.982303099,4.334789105,4.782868526,5,3.513805146
3.330930307,3.25,2.4,3.618031408,3.53719976,2.881935028,3.475,3,3.2132995
3.978860079,4.206088062,2.966666667,4.355600994,4.394481164,4.990737422,3.92599278,5,4.116918167
3.487636589,3.204277567,4.25,3.899729724,3.565689564,4.785258017,3.761904762,5,3.850642317
3.961156131,4,3.9375,3.760499835,3.914982748,4.081295254,4.018281536,3,3.953387929
3.520937511,3.298255051,1,3.767289505,3.294761616,3.504223295,1.436233,4,2.831671425
4.888888889,4.910368272,3.302631579,5,5,5,5,5,4.728841249
3.473717702,3.569238838,2.111111111,3.295316981,3.92665318,3.798920846,3.577758471,4,3.393245304
3.988954107,4.011523319,2.833333333,4.280346172,4.693602996,3.898048329,4.878238342,5,4.083435228
3.804948502,3.706677883,2.111111111,4.017069904,3.992332192,2.328120141,3.001264262,4,3.280217714
4.008456884,4.001486416,3,3.931933958,4.144430957,4.182632635,3.668613139,4,3.848221998
3.083720866,3.003269235,3.571428571,2.986019466,3.287550442,3.767361059,1.056306306,3,2.965093707
3.928571429,3.749946354,3.365853659,4.641472004,2.900600234,4.000672862,4.666666667,5,3.893397601
3.939246887,3.981398804,2,3.96251685,3.950457152,2.556413197,3.632768362,5,3.43182875
3.743455497,3.739583333,4.666666667,0,2.13814268,4.504239287,3.208333333,1,3.142917257
3.628610659,3.75930017,3.428571429,3.329787801,4.145918719,2.563926068,3.674473068,4,3.504369702
3.187632508,3.107012317,1,3.341911235,3.070272329,1.793106391,3.361702128,3,2.694519558
3.972413793,3.993055556,5,4.151285629,4.091522403,5,4.622686591,5,4.404423425
3.41509434,3.444444444,5,4,3.511534889,2.807920843,2,4,3.454142074
3.712707182,3.704918033,4.25,3.902983075,3.750336982,4.429636721,3.061002431,3,3.830226346
3.478494624,3.681668215,3.875,4.141888072,3.752525739,3.562447142,3,4,3.641717684
3.126792939,3.282843631,2,3.242274193,3.256912952,1.351479168,3.387850467,4,2.80687905
3.352941176,3.284811483,2.5,3.711208019,3.436343714,5,3.537444934,4,3.546107047
2.973214286,2.973214286,4,4,3.360738,2.513401783,2.869665513,5,3.241461981
3.282608696,3.282608696,3,3.510729614,3.187932824,3.417665539,2.235632184,3,3.131025365
3.478494624,3.632385754,1.8,3.531932578,3.506843758,2.291893609,4.901394422,3,3.306134964
3.720542601,3.600360166,3.25,4.097444761,3.954406815,4.043698437,3.198308545,5,3.694965904
3.665087632,3.560372591,4,4.031927589,3.85250774,3.680647589,3.50877193,4,3.75704501
3.587677725,3.485790532,1,4.091547483,3.504918442,2.444099187,3.403108808,4,3.073877454
3.595549915,3.597865763,3.75,3.788410712,3.410363528,1.920913951,3.035502959,4,3.299800975
